Code;Site ID;Site;Region;ECM Category;Energy;Meter Category;State;Identification Date;Issue Identified;Corrective Action;ECM Creation Date;Estimated Consumtion kWh;Estimated Cost;Creation User;Blocked;Implemented;New;Realized;To be implemented;Updated;Last Save Date;Last Save Author;BMS;Behaviour;Maintenance;Refrigeration;Capital;Word Order Number;Work Complete;Under Contract;RMM Validated;Investment;Capital Investment;Type;Last Comment Date;Last Comment Author;Comments;Implementation Date;Type Code
140-05;140;Strood;South East;Refrigeration;Electricity;Refrigeration;Realized;25/02/2014 00:00:00;Suction Pressure Optimisation: The suction pressure on pack LT1 (label name = LT-D -- R404A) is set to 8.0 PSI [-36.1 °„C]. Floating Suction Mode = Null;The suction setpoint on CDK, could be changed to 11.2 PSI [-33°„C]. The floating suction mode should be enabled if possible.;25/02/2014 09:00:00;10138;912;Laurent Crolard;;2014/3/6 11:30;25/02/2014 09:00:00;2014/3/6 12:00;2014/3/6 10:30;;26/03/2015 18:18:52;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;25/02/2014 09:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Ryan Jayberg said : Done|03/06/2014 01:00:00|elutions@elutions.com|The floating suction setpoint is at 11 PSI.;;
140-04;140;Strood;South East;Refrigeration;Electricity;Refrigeration;Implemented;25/02/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT1 (label name = LT-D -- R404A) is set to 165 PSI [24.5°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;25/02/2014 09:00:00;5938;534;Laurent Crolard;;29/09/2014 15:47:49;25/02/2014 09:00:00;;2014/3/6 10:30;;20/03/2015 14:56:04;Neil Phillips;;;;25/02/2014 09:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Ryan Jayberg said : Please speak to Steve Ward |03/06/2014 01:00:00|elutions@elutions.com|The setpoint is still at 165 PSI.|29/09/2014 15:12:29|Neil Phillips|Floating head pressure is not enabled on this pack;;
140-03;140;Strood;South East;Refrigeration;Electricity;Refrigeration;Implemented;25/02/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT1 (label name = HT1-D -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 54.8 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;25/02/2014 09:00:00;2792;251;Laurent Crolard;;29/09/2014 15:48:30;25/02/2014 09:00:00;;2014/3/6 10:30;;2015/4/5 16:06;Neil Phillips;;;;25/02/2014 09:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Ryan Jayberg said : Please speak to Steve Ward |03/06/2014 01:00:00|elutions@elutions.com|The floating suction setpoint is at 52 PSI.|09/07/2014 01:00:00|elutions@elutions.com|The floating suction is enabled on this pack, but could it be possible to increase the max float diff from 4 to 7 PSI ? |29/09/2014 15:14:34|Neil Phillips|Max floating diff changed from 4 to 7psi;;R000
050-06;50;Stoke Ridgeway Drive;Midlands;Refrigeration;Electricity;Refrigeration;Implemented;25/02/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT1 (label name = HTA-D -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 50.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;25/02/2014 09:00:00;4698;423;Laurent Crolard;;2014/5/11 14:48;25/02/2014 09:00:00;;15/05/2014 10:30:00;;26/03/2015 18:18:53;Richard Lacey;;;;25/02/2014 09:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 1:00;elutions@elutions.com;09/07/2014 01:00:00|elutions@elutions.com|we would recommend to make the changes at night or when the temperature is lower. This would be easier for the packs to adjust and then during summer the temp®¶rature inside the cases needs to be checked. The floating suction isn't enable.|05/11/2014 14:48:08|Richard Lacey|suction set to run at 44psi. Any higher affects the temperatures;;
050-05;50;Stoke Ridgeway Drive;Midlands;Refrigeration;Electricity;Refrigeration;Blocked;25/02/2014 00:00:00;Suction Pressure Optimisation: The suction pressure on pack HT1 (label name = HTA-D -- R404A) is set to 40.0 PSI [-13.8 °„C]. Floating Suction Mode = Null;The suction setpoint on CDK, could be changed to 78.1 PSI [-12°„C]. The floating suction mode should be enabled if possible;25/02/2014 09:00:00;3619;326;Laurent Crolard;20/08/2014 08:48:49;;25/02/2014 09:00:00;;15/05/2014 10:30:00;20/08/2014 08:48:36;26/03/2015 18:18:53;RD Admin;;;;25/02/2014 09:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 1:00;elutions@elutions.com;09/07/2014 01:00:00|elutions@elutions.com|Why is it not possible to make this changes†? would it be possible to find an intermediate setpoint ? secondly, we are recommending to make the changes during the nights or when the temperature is lower. This would be easier for the packs to adjust and then during summer the temperature inside the cases needs to be checked. The floating suction isn't enable.;;
176-08;176;Edinburgh Portobello Road;Scotland;Behavioural;Electricity;HVAC;Realized;25/02/2014 00:00:00;The Doors Heater are on 24/7. The night level is about 4 kW and sometimes the consumption stays at a day level during night;All unnecessary operation should be avoided by adjusting and configuring set-back controls to stop its operation at least after 22:00 during the week and 20:00 on Sunday.;25/02/2014 09:00:00;18600;1674;Laurent Crolard;;25/05/2014 11:30:00;25/02/2014 09:00:00;25/05/2014 12:00:00;25/05/2014 10:30:00;;2014/12/8 12:37;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;25/02/2014 09:00:00;;;;;;;;WITHOUT;;MANUAL;14/04/2014 01:00:00;mittons@elutions.com;14/04/2014 01:00:00|mittons@elutions.com|Door Heaters are on local control|23/04/2014 01:00:00|elutions@elutions.com|This is seem to be a behaviour issue and will be reclassified.;;
050-04;50;Stoke Ridgeway Drive;Midlands;Refrigeration;Electricity;Refrigeration;Implemented;25/02/2014 00:00:00;Floating Suction Enabled: The floating suction on pack LT1 (label name = LT-D -- R404A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 14.6 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;25/02/2014 09:00:00;11421;1028;Laurent Crolard;;2014/5/11 14:51;25/02/2014 09:00:00;;15/05/2014 10:30:00;;26/03/2015 18:18:53;Richard Lacey;;;;25/02/2014 09:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 1:00;elutions@elutions.com;09/07/2014 01:00:00|elutions@elutions.com|we would recommend to make the changes at night or when the temperature is lower. This would be easier for the packs to adjust and then during summer the temp®¶rature inside the cases needs to be checked. The floating suction isn't enable.|05/11/2014 14:51:01|Richard Lacey|LT suction has been set to run at 10psi. Any higher is affecting the temp.;;
058-17;58;Stockton Thornaby;North;Capital;Electricity;Refrigeration;New;25/02/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT300 (label name = Discharge -- R407a) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 45.9 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;25/02/2014 09:00:00;6233;561;Laurent Crolard;;;2014/1/9 13:00;;2014/2/6 10:30;25/07/2014 11:00:00;26/03/2015 18:18:53;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;25/02/2014 09:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Integral UK Ltd (REFR)(PREVIOUSLY WR) said : Complete|02/06/2014 01:00:00|elutions@elutions.com|the setpoint isn't available but the current value is 40 PSI, this will need to be reviewed.|11/07/2014 01:00:00|elutions@elutions.com|Integral UK Ltd (REFR)(PREVIOUSLY WR) said : Under review. |11/07/2014 01:00:00|elutions@elutions.com|More information will be in the powerpoint, The suction pressure historical data can't be seen in Toms.The floating suction configuration isn't configured (function not visible in Toms) and the floating isn't enable. How can we see the changes? |25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
050-03;50;Stoke Ridgeway Drive;Midlands;Refrigeration;Electricity;Refrigeration;Blocked;25/02/2014 00:00:00;Suction Pressure Optimisation: The suction pressure on pack LT1 (label name = LT-D -- R404A) is set to 8.0 PSI [-36.1 °„C]. Floating Suction Mode = Null;The suction setpoint on CDK, could be changed to 11.2 PSI [-33°„C]. The floating suction mode should be enabled if possible.;25/02/2014 09:00:00;16497;1485;Laurent Crolard;20/08/2014 08:48:16;;25/02/2014 09:00:00;;15/05/2014 10:30:00;20/08/2014 08:48:05;26/03/2015 18:18:53;RD Admin;;;;25/02/2014 09:00:00;;;;;;WITHOUT;;MANUAL;2014/9/7 1:00;elutions@elutions.com;09/07/2014 01:00:00|elutions@elutions.com|Why is it not possible to make this changes†? would it be possible to find an intermediate setpoint ? secondly, we are recommending to make the changes during the nights or when the temperature is lower. This would be easier for the packs to adjust and then during summer the temperature inside the cases needs to be checked. The floating suction isn't enable.;;
050-02;50;Stoke Ridgeway Drive;Midlands;Refrigeration;Electricity;Refrigeration;Realized;24/02/2014 21:00:00;Floating Suction Enabled: The floating suction on pack HT3 (label name = HT-D -- R407A) is not set to operate efficiently. Floating Suction = TRUE, Max suction setpoint = null PSI, linked to CO2 = FALSE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 14.6 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;25/02/2014 09:00:00;6587;593;Laurent Crolard;;2014/9/7 14:30;25/02/2014 09:00:00;2014/9/7 15:00;2014/9/7 13:30;23/06/2014 11:00:00;26/03/2015 18:18:53;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;25/02/2014 09:00:00;;;;;;WITHOUT;;MANUAL;23/06/2014 01:00:00;elutions@elutions.com;23/06/2014 01:00:00|elutions@elutions.com|George Barker & Co. (Leeds) Ltd said : Night setback not available|23/06/2014 01:00:00|elutions@elutions.com|There are no floating setpoint on the Suction? Or is it a maintenance issue?|09/07/2014 01:00:00|elutions@elutions.com|Morrisons says that floating suction should be available, on the config, the suction is enabled and the cases are configured. It is realized. ;;
058-16;58;Stockton Thornaby;North;Refrigeration;Electricity;Refrigeration;Updated;25/02/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT300 (label name = Discharge -- R407a) is set to 145 PSI [20.2°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 131.0 PSI [17°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;25/02/2014 09:00:00;7316;658;Laurent Crolard;;;25/02/2014 09:00:00;;2014/2/6 10:30;25/07/2014 11:00:00;20/03/2015 14:56:05;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;25/02/2014 09:00:00;;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;"27/05/2014 01:00:00|elutions@elutions.com|Integral UK Ltd (REFR)(PREVIOUSLY WR) said : Complete|02/06/2014 01:00:00|elutions@elutions.com|The setpoint for HP is 145 PSI but the current value is 210 PSI. The settings should be reviewed.|11/07/2014 01:00:00|elutions@elutions.com|Integral UK Ltd (REFR)(PREVIOUSLY WR) said : Reconfigured analogue votage output Condenser achieving setpoint. |11/07/2014 01:00:00|elutions@elutions.com|""More information will be in the powerpoint, The suction pressure historical data can't be seen in Toms. The floating setpoint for discharge is in fault and no information are found in the config part. In the status part it says : float setpoint """"fault not fitted"""". How can we see the changes? ""|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).";;
058-15;58;Stockton Thornaby;North;Capital;Electricity;Refrigeration;New;25/02/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT200 (label name = Discharge -- R407a) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 45.9 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;25/02/2014 09:00:00;7037;633;Laurent Crolard;;;2014/1/9 13:00;;2014/2/6 10:30;25/07/2014 11:00:00;26/03/2015 18:18:53;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;25/02/2014 09:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Integral UK Ltd (REFR)(PREVIOUSLY WR) said : Complete|02/06/2014 01:00:00|elutions@elutions.com|the setpoint isn't available but the current value is 43 PSI, this will need to be reviewed.|11/07/2014 01:00:00|elutions@elutions.com|Integral UK Ltd (REFR)(PREVIOUSLY WR) said : Under review. |11/07/2014 01:00:00|elutions@elutions.com|More information will be in the powerpoint, The suction pressure historical data can't be seen in Toms.The floating suction configuration isn't configured (function not visible in Toms) and the floating isn't enable. How can we see the changes? |25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
058-14;58;Stockton Thornaby;North;Capital;Electricity;Refrigeration;New;25/02/2014 00:00:00;Floating Suction Enabled: The floating suction on pack LT100 (label name = Discharge -- R744) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating Suction should be enabled on CDK, parameters could be set as follow: Max Float Diff = 192.6 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;25/02/2014 09:00:00;3608;325;Laurent Crolard;;;2014/1/9 13:00;;2014/2/6 10:30;25/07/2014 11:00:00;26/03/2015 18:18:53;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;25/02/2014 09:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;27/05/2014 01:00:00;elutions@elutions.com;27/05/2014 01:00:00|elutions@elutions.com|Integral UK Ltd (REFR)(PREVIOUSLY WR) said : Complete|02/06/2014 01:00:00|elutions@elutions.com|The suction is now set at 172PSI, the floating setpoint isn't available.|09/07/2014 01:00:00|elutions@elutions.com|More information will be in the powerpoint, The suction pressure historical data can't be seen in Toms. The floating suction configuration isn't configured (function not visible in Toms) and the floating isn't enable. |25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
